"COUNTY","ZIPCODE","POPULATION","SERVICE_CONNECTIONS","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","ENF_ACTION_TYPE_ISSUED","year_violation","daystaken"
"MONO",93517,2150,293,"MCL,  AVERAGE","ARSENIC","0.017 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2018",89
"MONTEREY",93908,45,16,"MCL, SINGLE SAMPLE","ARSENIC",".083 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,45,16,"MCL,  AVERAGE","ARSENIC",".072 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",119
"MONTEREY",93908,45,16,"MCL,  AVERAGE","ARSENIC",".078 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",90
"MONTEREY",93908,45,16,"MCL,  AVERAGE","ARSENIC","0.080 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2017",88
"MONTEREY",93908,45,16,"MCL,  AVERAGE","ARSENIC",".081 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2017",91
"MONTEREY",93908,45,16,"MCL,  AVERAGE","ARSENIC",".070 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"MONTEREY",93907,105,35,"MCL, SINGLE SAMPLE","NITRATE","59. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"MONTEREY",93907,105,35,"MCL, SINGLE SAMPLE","NITRATE","56. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93907,69,23,"MCL, SINGLE SAMPLE","NITRATE","49. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"MONTEREY",95076,100,34,"MCL, SINGLE SAMPLE","NITRATE","79. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",95076,100,34,"MCL, SINGLE SAMPLE","NITRATE","68. MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",91
"MONTEREY",95076,100,34,"MCL, SINGLE SAMPLE","NITRATE","86. MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"MONTEREY",95076,100,34,"MCL, SINGLE SAMPLE","NITRATE","16 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",95076,100,34,"MCL, SINGLE SAMPLE","NITRATE","23 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","272. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","210. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","261. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","362. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","60. MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","63 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","60.5 MG/L","10 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2017",89
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","61 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"MONTEREY",95076,200,42,"MCL, SINGLE SAMPLE","NITRATE","60 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"MONTEREY",93908,87,29,"MCL, SINGLE SAMPLE","ARSENIC",".026 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",90
"MONTEREY",93908,87,29,"MCL, SINGLE SAMPLE","ARSENIC",".028 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,87,29,"MCL, SINGLE SAMPLE","ARSENIC",".015 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"MONTEREY",93908,87,29,"MCL,  AVERAGE","ARSENIC",".016 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,87,29,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93908,87,29,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"MONTEREY",93908,87,29,"MCL,  AVERAGE","ARSENIC",".025 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"MONTEREY",93908,87,29,"MCL,  AVERAGE","ARSENIC",".015 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",90
"MONTEREY",93426,39,1,"MCL, SINGLE SAMPLE","NITRATE","47. MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93927,60,20,"MCL, SINGLE SAMPLE","NITRATE","53. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93927,60,20,"MCL, SINGLE SAMPLE","NITRATE","104. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"MONTEREY",93927,60,20,"MCL, SINGLE SAMPLE","NITRATE","130. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93927,60,20,"MCL, SINGLE SAMPLE","NITRATE","36 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",93927,60,20,"MCL, SINGLE SAMPLE","NITRATE","31 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"MONTEREY",93960,72,24,"MCL, SINGLE SAMPLE","NITRATE","11 MG/L","10 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2017",90
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","190. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","212. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","60 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","69 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","63 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",91
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","71.1 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"MONTEREY",93926,65,19,"MCL, SINGLE SAMPLE","NITRATE","73 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2018",90
"MONTEREY",93908,250,1,"MCL, SINGLE SAMPLE","ARSENIC",".020 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",91
"MONTEREY",93908,250,1,"MCL, SINGLE SAMPLE","ARSENIC",".035 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",90
"MONTEREY",93908,250,1,"MCL, SINGLE SAMPLE","ARSENIC",".028 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",89
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".026 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",89
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".026 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",89
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".023 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".017 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",183
"MONTEREY",93908,250,1,"MCL,  AVERAGE","ARSENIC",".017 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","200.0 MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","291. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","153 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","264. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","199. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","243. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","236. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","173. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","21. MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",91
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","20 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",90
"MONTEREY",93908,41,18,"MCL, SINGLE SAMPLE","NITRATE","45 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",91
"MONTEREY",93954,500,98,"MCL, SINGLE SAMPLE","NITRATE","119. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"MONTEREY",93954,500,98,"MCL, SINGLE SAMPLE","NITRATE","97. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"MONTEREY",93954,500,98,"MCL, SINGLE SAMPLE","NITRATE","120. MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",91
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".017 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93907,210,65,"MCL, SINGLE SAMPLE","ARSENIC",".026 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"MONTEREY",93907,210,65,"MCL, SINGLE SAMPLE","ARSENIC",".018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".023 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".023 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".019 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",90
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".021 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".021 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2017",91
"MONTEREY",93907,210,65,"MCL,  AVERAGE","ARSENIC",".027 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","58. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","73. MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","79. MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",90
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","21.0 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",90
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","26.0 MG/L","10 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",91
"MONTEREY",93908,90,31,"MCL, SINGLE SAMPLE","NITRATE","19 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"MONTEREY",93960,90,30,"MCL, SINGLE SAMPLE","NITRATE","22 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"MONTEREY",93960,90,30,"MCL, SINGLE SAMPLE","NITRATE","17 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"MONTEREY",93908,25,1,"MCL, SINGLE SAMPLE","ARSENIC",".046 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".045 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".057 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".060 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".053 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",91
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".043 MG/L","0.01 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"MONTEREY",93908,25,1,"MCL,  AVERAGE","ARSENIC",".049 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",89
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","37.80000000 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","27.4 PCI/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","28.3 PCI/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","21.7 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","21.4 PCI/L","20 PCI/L","INFORMAL ENFORCEMENT ACTION ISSUED","2015",91
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","22.7 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","21.3 PCI/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"PLUMAS",96122,657,350,"MCL,  AVERAGE","COMBINED URANIUM","29.6 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"PLUMAS",96103,1525,553,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"PLUMAS",96103,1525,553,"MCL,  AVERAGE","ARSENIC","0.014 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"PLUMAS",96103,1525,553,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"PLUMAS",96103,1525,553,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.01 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"PLUMAS",96103,1525,553,"MCL,  AVERAGE","ARSENIC","0.011 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2017",89
"RIVERSIDE",92254,300,95,"MCL,  AVERAGE","ARSENIC","0.0225 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"RIVERSIDE",92254,300,95,"MCL,  AVERAGE","ARSENIC","0.018 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"RIVERSIDE",92254,300,95,"MCL,  AVERAGE","ARSENIC","0.021 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"RIVERSIDE",92254,300,95,"MCL,  AVERAGE","ARSENIC","0.019 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"RIVERSIDE",92254,300,95,"MCL,  AVERAGE","ARSENIC","0.019 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"RIVERSIDE",92561,198,60,"MCL,  AVERAGE","COMBINED URANIUM","29 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2016",90
"RIVERSIDE",92561,198,60,"MCL,  AVERAGE","COMBINED URANIUM","37 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2016",91
"RIVERSIDE",92561,198,60,"MCL,  AVERAGE","COMBINED URANIUM","27.00 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"RIVERSIDE",92539,250,83,"MCL,  AVERAGE","NITRATE","57 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"RIVERSIDE",92539,250,83,"MCL,  AVERAGE","NITRATE","12 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"RIVERSIDE",92539,250,83,"MCL, SINGLE SAMPLE","NITRATE","12 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"RIVERSIDE",92274,314,160,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"RIVERSIDE",92274,314,160,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SACRAMENTO",95641,100,37,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SACRAMENTO",95641,100,37,"MCL,  AVERAGE","ARSENIC","0.03825 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",89
"SACRAMENTO",95615,40,34,"MCL,  AVERAGE","ARSENIC",".11 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"SACRAMENTO",95615,40,34,"MCL,  AVERAGE","ARSENIC",".02152 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",89
"SACRAMENTO",95615,40,34,"MCL,  AVERAGE","ARSENIC",".03123 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"SACRAMENTO",95615,40,34,"MCL,  AVERAGE","ARSENIC",".02975 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC",".03475 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC",".02825 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC",".032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC",".030 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC",".0303 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC","0.021 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SACRAMENTO",95690,80,42,"MCL,  AVERAGE","ARSENIC","25 UG/L","10 UG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC",".0294175 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",91
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC",".0321675 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC",".034 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",91
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC",".015575 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC","0.0317 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SACRAMENTO",95641,250,77,"MCL,  AVERAGE","ARSENIC","29.8 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".02675 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",91
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".02725 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".02288 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".01897 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".026 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC",".02525 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SACRAMENTO",95641,150,107,"MCL,  AVERAGE","ARSENIC","0.0203 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SAN BENITO",95023,133,48,"MCL,  AVERAGE","ARSENIC","0.012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SAN BENITO",95023,133,48,"MCL,  AVERAGE","ARSENIC","0.222 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SAN BENITO",95023,133,48,"MCL,  AVERAGE","ARSENIC","0.261 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SAN BENITO",95023,133,48,"MCL,  AVERAGE","ARSENIC","0.262 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"SAN BERNARDINO",92311,124,39,"MCL,  AVERAGE","ARSENIC","14.3 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SAN BERNARDINO",92311,124,39,"MCL,  AVERAGE","ARSENIC","16 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SAN BERNARDINO",92311,124,39,"MCL,  AVERAGE","ARSENIC","15 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SAN BERNARDINO",92311,124,39,"MCL,  AVERAGE","ARSENIC","15 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"SAN BERNARDINO",92311,124,39,"MCL,  AVERAGE","ARSENIC","17.5 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",91
"SAN BERNARDINO",92327,795,195,"MCL,  AVERAGE","COMBINED URANIUM","35 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SAN BERNARDINO",92395,695,153,"MCL,  AVERAGE","COMBINED URANIUM","24.8 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SAN BERNARDINO",92395,695,153,"MCL,  AVERAGE","COMBINED URANIUM","26.3 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SAN BERNARDINO",92395,695,153,"MCL,  AVERAGE","COMBINED URANIUM","27 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SAN BERNARDINO",92395,695,153,"MCL,  AVERAGE","COMBINED URANIUM","23.5 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SAN BERNARDINO",92333,25,32,"MCL,  AVERAGE","COMBINED URANIUM","38 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",89
"SAN BERNARDINO",92268,625,120,"MCL,  AVERAGE","ARSENIC","93 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"SAN BERNARDINO",92268,625,120,"MCL,  AVERAGE","COMBINED URANIUM","25 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SAN BERNARDINO",92268,625,120,"MCL,  AVERAGE","ARSENIC","107.5 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SAN BERNARDINO",92268,625,120,"MCL,  AVERAGE","ARSENIC","105 UG/L","10 UG/L","FORMAL ENFORCEMENT ACTION ISSUED","2018",90
"SAN BERNARDINO",92256,450,88,"MCL,  AVERAGE","COMBINED URANIUM","36.75 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SAN BERNARDINO",92256,450,88,"MCL,  AVERAGE","COMBINED URANIUM","28 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
